account_cd,account_nm,list_nm,list_no
A11,이자수익,08.12월 이후,SO105
A111,이자수익_예치금이자,08.12월 이후,SO105
A112,이자수익_유가증권이자,08.12월 이후,SO105
A113,이자수익_대출채권이자,08.12월 이후,SO105
A114,이자수익_기타이자수익,08.12월 이후,SO105
A12,유가증권평가 및 처분이익,08.12월 이후,SO105
A13,대출채권평가 및 처분이익,08.12월 이후,SO105
A14,수수료수익,08.12월 이후,SO105
A141,수수료수익_수입수수료,08.12월 이후,SO105
A142,수수료수익_공제수수료,08.12월 이후,SO105
A143,수수료수익_기타수입수수료,08.12월 이후,SO105
A15,기타영업수익,08.12월 이후,SO105
A2,영업비용,08.12월 이후,SO105
A21,이자비용,08.12월 이후,SO105
A211,이자비용_예수부채이자,08.12월 이후,SO105
A212,이자비용_차입부채이자,08.12월 이후,SO105
A213,이자비용_기타이자비용,08.12월 이후,SO105
A22,유가증권평가 및 처분손실,08.12월 이후,SO105
A23,대출채권평가 및 처분손실,08.12월 이후,SO105
A24,수수료비용,08.12월 이후,SO105
A25,기타영업비용,08.12월 이후,SO105
A26,판매비와 관리비,08.12월 이후,SO105
A261,판매비와 관리비_인건비,08.12월 이후,SO105
A262,판매비와 관리비_기타 경비,08.12월 이후,SO105
A3,영업이익,08.12월 이후,SO105
A4,영업외수익,08.12월 이후,SO105
A5,영업외비용,08.12월 이후,SO105
A6,신용사업법인세차감전순이익,08.12월 이후,SO105
A7,비신용사업법인세차감전순이익,08.12월 이후,SO105
A8,법인세,08.12월 이후,SO105
A,당기순이익,08.12월 이후,SO105
A1,현금 및 예치금,11.12월 이후,SO202
A11,현금 및 예치금_현금,11.12월 이후,SO202
A12,현금 및 예치금_예치금,11.12월 이후,SO202
A2,유가증권,11.12월 이후,SO202
A23,유가증권_단기매매증권,11.12월 이후,SO202
A24,유가증권_매도가능증권,11.12월 이후,SO202
A25,유가증권_만기보유증권,11.12월 이후,SO202
A3,대출채권,11.12월 이후,SO202
A31,대출채권_(대손충당금),11.12월 이후,SO202
A4,유형자산,11.12월 이후,SO202
A41,유형자산_(감가상각누계액),11.12월 이후,SO202
A5,기타자산,11.12월 이후,SO202
A51,기타자산_비업무용자산,11.12월 이후,SO202
A52,기타자산_보증금,11.12월 이후,SO202
A53,기타자산_미수수익,11.12월 이후,SO202
A54,기타자산_미수금,11.12월 이후,SO202
A55,기타자산_가지급금,11.12월 이후,SO202
A56,기타자산_선급비용,11.12월 이후,SO202
A57,기타자산_무형자산,11.12월 이후,SO202
A,자산총계,11.12월 이후,SO202
A1,예수부채,11.12월 이후,SO203
A11,예수부채_요구불예금,11.12월 이후,SO203
A12,예수부채_기한부예금,11.12월 이후,SO203
A13,예수부채_기타예금,11.12월 이후,SO203
A2,차입부채,11.12월 이후,SO203
A21,차입부채_상호금융차입금,11.12월 이후,SO203
A22,차입부채_정책자금차입금,11.12월 이후,SO203
A3,기타부채,11.12월 이후,SO203
A4,부채총계,11.12월 이후,SO203
A5,출자금,11.12월 이후,SO203
A6,자본잉여금,11.12월 이후,SO203
A61,자본잉여금_재평가 적립금,11.12월 이후,SO203
A62,자본잉여금_기타자본잉여금,11.12월 이후,SO203
A7,자본조정,11.12월 이후,SO203
A8,기타포괄손익누계액,11.12월 이후,SO203
A81,기타포괄손익누계액_유가증권평가익,11.12월 이후,SO203
A82,기타포괄손익누계액_유가증권평가손,11.12월 이후,SO203
A83,기타포괄손익누계액_재평가이익,11.12월 이후,SO203
A9,이익잉여금(또는 이월결손금),11.12월 이후,SO203
A91,이익잉여금(또는 이월결손금)_법정적립금,11.12월 이후,SO203
A92,이익잉여금(또는 이월결손금)_특별적립금,11.12월 이후,SO203
A93,이익잉여금(또는 이월결손금)_기타적립금,11.12월 이후,SO203
A94,이익잉여금(또는 이월결손금)_미처분이익잉여금(미처리결손금),11.12월 이후,SO203
AA,자본총계,11.12월 이후,SO203
A,부채 및 자본총계,11.12월 이후,SO203
A11,조달_예금,11.12월 이후,SO204
A12,조달_차입금,11.12월 이후,SO204
A13,조달_출자금,11.12월 이후,SO204
A14,조달_기타,11.12월 이후,SO204
A,조달(운용)계,11.12월 이후,SO204
A21,운용_대출금,11.12월 이후,SO204
A22,운용_중앙회예치금,11.12월 이후,SO204
A23,운용_유가증권,11.12월 이후,SO204
A24,운용_기타,11.12월 이후,SO204
A1,영업수익,11.12월 이후,SO205
A11,이자수익,11.12월 이후,SO205
A111,이자수익_예치금이자,11.12월 이후,SO205
A112,이자수익_유가증권이자,11.12월 이후,SO205
A113,이자수익_대출채권이자,11.12월 이후,SO205
A114,이자수익_기타이자수익,11.12월 이후,SO205
A12,유가증권평가 및 처분이익,11.12월 이후,SO205
A13,대출채권평가 및 처분이익,11.12월 이후,SO205
A14,수수료수익,11.12월 이후,SO205
A141,수수료수익_수입수수료,11.12월 이후,SO205
A142,수수료수익_공제수수료,11.12월 이후,SO205
A143,수수료수익_기타수입수수료,11.12월 이후,SO205
A15,기타영업수익,11.12월 이후,SO205
A2,영업비용,11.12월 이후,SO205
A21,이자비용,11.12월 이후,SO205
A211,이자비용_예수부채이자,11.12월 이후,SO205
A212,이자비용_차입부채이자,11.12월 이후,SO205
A213,이자비용_기타이자비용,11.12월 이후,SO205
A22,유가증권평가 및 처분손실,11.12월 이후,SO205
A23,대출채권평가 및 처분손실,11.12월 이후,SO205
A24,수수료비용,11.12월 이후,SO205
A25,기타영업비용,11.12월 이후,SO205
A26,판매비와 관리비,11.12월 이후,SO205
A261,판매비와 관리비_인건비,11.12월 이후,SO205
A262,판매비와 관리비_기타 경비,11.12월 이후,SO205
A3,영업이익,11.12월 이후,SO205
A4,영업외수익,11.12월 이후,SO205
A5,영업외비용,11.12월 이후,SO205
A6,법인세비용차감전신용사업손익,11.12월 이후,SO205
A7,신용사업손익,11.12월 이후,SO205
A8,비신용사업손익(법인세효과차감후),11.12월 이후,SO205
A,당기순이익,11.12월 이후,SO205
A,총여신,여신건전성,SO006
B,고정이하분류여신,여신건전성,SO006
C,고정이하여신비율,여신건전성,SO006
A,총자산(말잔),수익성,SO007
B,자기자본(말잔),수익성,SO007
C,총자산순이익률(ROA),수익성,SO007
C1,당기순이익,수익성,SO007
D,자기자본순이익률(ROE),수익성,SO007
E,총자산경비율,수익성,SO007
E1,판매비와 일반관리비,수익성,SO007
F,수지비율,수익성,SO007
F1,수지비율_영업비용,수익성,SO007
F2,수지비율_영업수익,수익성,SO007
A,고정자산비율,유동성,SO008
A1,고정자산비율_고정자산,유동성,SO008
A2,고정자산비율_자기자본,유동성,SO008
A,조합수,총자산현황,SO207
B,총자산,총자산현황,SO207
A,여신,여수신현황,SO208
B,수신,여수신현황,SO208
C,예대율,여수신현황,SO208
A,당기순이익,당기순이익현황,SO209
A,순자본 비율,순자본 비율,SO210
A1,임 원,임직원현황,SQ001
A11,임 원_상근 이사 및 감사,임직원현황,SQ001
A12,임 원_비상근 이사 및 감사,임직원현황,SQ001
A13,임 원_전무 및 상무,임직원현황,SQ001
A2,직 원,임직원현황,SQ001
A24,직 원_정규직원,임직원현황,SQ001
A25,직 원_비정규직원,임직원현황,SQ001
A,총임직원,임직원현황,SQ001
B,조합원,임직원현황,SQ001
A,농협,회원조합수 현황,SQ002
A1,농협_지역조합,회원조합수 현황,SQ002
A2,농협_품목조합,회원조합수 현황,SQ002
A1,현금 및 예치금,요약재무상태표(자산),SQ003
A11,현금 및 예치금_현금,요약재무상태표(자산),SQ003
A12,현금 및 예치금_예치금,요약재무상태표(자산),SQ003
A2,유가증권,요약재무상태표(자산),SQ003
A23,유가증권_단기매매증권,요약재무상태표(자산),SQ003
A24,유가증권_매도가능증권,요약재무상태표(자산),SQ003
A25,유가증권_만기보유증권,요약재무상태표(자산),SQ003
A3,대출채권,요약재무상태표(자산),SQ003
A31,대출채권_(대손충당금),요약재무상태표(자산),SQ003
A4,유형자산,요약재무상태표(자산),SQ003
A41,유형자산_(감가상각누계액),요약재무상태표(자산),SQ003
A5,기타자산,요약재무상태표(자산),SQ003
A51,기타자산_비업무용자산,요약재무상태표(자산),SQ003
A52,기타자산_보증금,요약재무상태표(자산),SQ003
A53,기타자산_미수수익,요약재무상태표(자산),SQ003
A54,기타자산_미수금,요약재무상태표(자산),SQ003
A55,기타자산_가지급금,요약재무상태표(자산),SQ003
A56,기타자산_선급비용,요약재무상태표(자산),SQ003
A57,기타자산_무형자산,요약재무상태표(자산),SQ003
A,자산총계,요약재무상태표(자산),SQ003
A1,예수부채,요약재무상태표(부채 및 자본),SQ004
A11,예수부채_요구불예금,요약재무상태표(부채 및 자본),SQ004
A12,예수부채_기한부예금,요약재무상태표(부채 및 자본),SQ004
A13,예수부채_기타예금,요약재무상태표(부채 및 자본),SQ004
A2,차입부채,요약재무상태표(부채 및 자본),SQ004
A21,차입부채_상호금융차입금,요약재무상태표(부채 및 자본),SQ004
A22,차입부채_정책자금차입금,요약재무상태표(부채 및 자본),SQ004
A3,기타부채,요약재무상태표(부채 및 자본),SQ004
A4,부채총계,요약재무상태표(부채 및 자본),SQ004
A5,출자금,요약재무상태표(부채 및 자본),SQ004
A6,자본잉여금,요약재무상태표(부채 및 자본),SQ004
A61,자본잉여금_재평가 적립금,요약재무상태표(부채 및 자본),SQ004
A62,자본잉여금_기타자본잉여금,요약재무상태표(부채 및 자본),SQ004
A7,자본조정,요약재무상태표(부채 및 자본),SQ004
A8,기타포괄손익누계액,요약재무상태표(부채 및 자본),SQ004
A81,기타포괄손익누계액_유가증권평가익,요약재무상태표(부채 및 자본),SQ004
A82,기타포괄손익누계액_유가증권평가손,요약재무상태표(부채 및 자본),SQ004
A83,기타포괄손익누계액_재평가이익,요약재무상태표(부채 및 자본),SQ004
A9,이익잉여금(또는 이월결손금),요약재무상태표(부채 및 자본),SQ004
A91,이익잉여금(또는 이월결손금)_법정적립금,요약재무상태표(부채 및 자본),SQ004
A92,이익잉여금(또는 이월결손금)_특별적립금,요약재무상태표(부채 및 자본),SQ004
A93,이익잉여금(또는 이월결손금)_기타적립금,요약재무상태표(부채 및 자본),SQ004
A94,이익잉여금(또는 이월결손금)_미처분이익잉여금(미처리결손금),요약재무상태표(부채 및 자본),SQ004
AA,자본총계,요약재무상태표(부채 및 자본),SQ004
A,부채 및 자본총계,요약재무상태표(부채 및 자본),SQ004
A1,영업수익,요약손익계산서,SQ005
A11,이자수익,요약손익계산서,SQ005
A111,이자수익_예치금이자,요약손익계산서,SQ005
A112,이자수익_유가증권이자,요약손익계산서,SQ005
A113,이자수익_대출채권이자,요약손익계산서,SQ005
A114,이자수익_기타이자수익,요약손익계산서,SQ005
A12,유가증권평가 및 처분이익,요약손익계산서,SQ005
A13,대출채권평가 및 처분이익,요약손익계산서,SQ005
A14,수수료수익,요약손익계산서,SQ005
A141,수수료수익_수입수수료,요약손익계산서,SQ005
A142,수수료수익_공제수수료,요약손익계산서,SQ005
A143,수수료수익_기타수입수수료,요약손익계산서,SQ005
A15,기타영업수익,요약손익계산서,SQ005
A2,영업비용,요약손익계산서,SQ005
A21,이자비용,요약손익계산서,SQ005
A211,이자비용_예수부채이자,요약손익계산서,SQ005
A212,이자비용_차입부채이자,요약손익계산서,SQ005
A213,이자비용_기타이자비용,요약손익계산서,SQ005
A22,유가증권평가 및 처분손실,요약손익계산서,SQ005
A23,대출채권평가 및 처분손실,요약손익계산서,SQ005
A24,수수료비용,요약손익계산서,SQ005
A25,기타영업비용,요약손익계산서,SQ005
A26,판매비와 관리비,요약손익계산서,SQ005
A261,판매비와 관리비_인건비,요약손익계산서,SQ005
A262,판매비와 관리비_기타 경비,요약손익계산서,SQ005
A3,영업이익,요약손익계산서,SQ005
A4,영업외수익,요약손익계산서,SQ005
A5,영업외비용,요약손익계산서,SQ005
A6,법인세비용차감전신용사업손익,요약손익계산서,SQ005
A7,신용사업손익,요약손익계산서,SQ005
A8,비신용사업손익(법인세효과차감후),요약손익계산서,SQ005
A,당기순이익,요약손익계산서,SQ005
A11,조달_예금,주요자금조달및운용,SQ006
A12,조달_차입금,주요자금조달및운용,SQ006
A13,조달_출자금,주요자금조달및운용,SQ006
A14,조달_기타,주요자금조달및운용,SQ006
A,조달(운용)계,주요자금조달및운용,SQ006
A21,운용_대출금,주요자금조달및운용,SQ006
A22,운용_중앙회예치금,주요자금조달및운용,SQ006
A23,운용_유가증권,주요자금조달및운용,SQ006
A24,운용_기타,주요자금조달및운용,SQ006
A,총여신,여신건전성,SQ007
B,고정이하분류여신,여신건전성,SQ007
C,고정이하여신비율,여신건전성,SQ007
A,총자산(말잔),수익성,SQ008
B,자기자본(말잔),수익성,SQ008
C,총자산순이익률(ROA),수익성,SQ008
C1,당기순이익,수익성,SQ008
D,자기자본순이익률(ROE),수익성,SQ008
E,총자산경비율,수익성,SQ008
E1,판매비와 일반관리비,수익성,SQ008
F,수지비율,수익성,SQ008
F1,영업비용,수익성,SQ008
F2,영업수익,수익성,SQ008
A,고정자산비율,유동성,SQ009
A1,고정자산,유동성,SQ009
A2,자기자본,유동성,SQ009
A,조합수,총자산현황,SQ010
B,총자산,총자산현황,SQ010
A,여신,여수신현황,SQ011
B,수신,여수신현황,SQ011
C,예대율,여수신현황,SQ011
A,당기순이익,당기순이익현황,SQ012
A,순자본 비율,순자본 비율,SQ013
A1,임 원,임직원현황,SP001
A11,임 원_상근 이사 및 감사,임직원현황,SP001
A12,임 원_비상근 이사 및 감사,임직원현황,SP001
A13,임 원_전무 및 상무,임직원현황,SP001
A2,직 원,임직원현황,SP001
A24,직 원_정규직원,임직원현황,SP001
A25,직 원_비정규직원,임직원현황,SP001
A,총임직원,임직원현황,SP001
B,조합원,임직원현황,SP001
A,수협,회원조합수 현황,SP002
A1,지구별조합,회원조합수 현황,SP002
A2,업종별조합,회원조합수 현황,SP002
A3,수산물가공조합,회원조합수 현황,SP002
A1,현금 및 예치금,요약재무상태표(자산),SP003
A11,현금 및 예치금_현금,요약재무상태표(자산),SP003
A12,현금 및 예치금_예치금,요약재무상태표(자산),SP003
A2,유가증권,요약재무상태표(자산),SP003
A23,유가증권_단기매매증권,요약재무상태표(자산),SP003
A24,유가증권_매도가능증권,요약재무상태표(자산),SP003
A25,유가증권_만기보유증권,요약재무상태표(자산),SP003
A3,대출채권,요약재무상태표(자산),SP003
A31,대출채권_(대손충당금),요약재무상태표(자산),SP003
A4,유형자산,요약재무상태표(자산),SP003
A41,유형자산_(감가상각누계액),요약재무상태표(자산),SP003
A5,기타자산,요약재무상태표(자산),SP003
A51,기타자산_비업무용자산,요약재무상태표(자산),SP003
A52,기타자산_보증금,요약재무상태표(자산),SP003
A53,기타자산_미수수익,요약재무상태표(자산),SP003
A54,기타자산_미수금,요약재무상태표(자산),SP003
A55,기타자산_가지급금,요약재무상태표(자산),SP003
A56,기타자산_선급비용,요약재무상태표(자산),SP003
A57,기타자산_무형자산,요약재무상태표(자산),SP003
A,자산총계,요약재무상태표(자산),SP003
A1,예수부채,요약재무상태표(부채및자본),SP004
A11,예수부채_요구불예금,요약재무상태표(부채및자본),SP004
A12,예수부채_기한부예금,요약재무상태표(부채및자본),SP004
A13,예수부채_기타예금,요약재무상태표(부채및자본),SP004
A2,차입부채,요약재무상태표(부채및자본),SP004
A21,차입부채_상호금융차입금,요약재무상태표(부채및자본),SP004
A22,차입부채_정책자금차입금,요약재무상태표(부채및자본),SP004
A3,기타부채,요약재무상태표(부채및자본),SP004
A4,부채총계,요약재무상태표(부채및자본),SP004
A5,출자금,요약재무상태표(부채및자본),SP004
A6,자본잉여금,요약재무상태표(부채및자본),SP004
A61,자본잉여금_재평가 적립금,요약재무상태표(부채및자본),SP004
A62,자본잉여금_기타자본잉여금,요약재무상태표(부채및자본),SP004
A7,자본조정,요약재무상태표(부채및자본),SP004
A8,기타포괄손익누계액,요약재무상태표(부채및자본),SP004
A81,기타포괄손익누계액_유가증권평가익,요약재무상태표(부채및자본),SP004
A82,기타포괄손익누계액_유가증권평가손,요약재무상태표(부채및자본),SP004
A83,기타포괄손익누계액_재평가이익,요약재무상태표(부채및자본),SP004
A9,이익잉여금(또는 이월결손금),요약재무상태표(부채및자본),SP004
A91,이익잉여금(또는 이월결손금)_법정적립금,요약재무상태표(부채및자본),SP004
A92,이익잉여금(또는 이월결손금)_특별적립금,요약재무상태표(부채및자본),SP004
A93,이익잉여금(또는 이월결손금)_기타적립금,요약재무상태표(부채및자본),SP004
A94,이익잉여금(또는 이월결손금)_미처분이익잉여금(미처리결손금),요약재무상태표(부채및자본),SP004
AA,자본총계,요약재무상태표(부채및자본),SP004
A,부채 및 자본총계,요약재무상태표(부채및자본),SP004
A1,영업수익,요약손익계산서,SP005
A11,이자수익,요약손익계산서,SP005
A111,이자수익_예치금이자,요약손익계산서,SP005
A112,이자수익_유가증권이자,요약손익계산서,SP005
A113,이자수익_대출채권이자,요약손익계산서,SP005
A114,이자수익_기타이자수익,요약손익계산서,SP005
A12,유가증권평가 및 처분이익,요약손익계산서,SP005
A13,대출채권평가 및 처분이익,요약손익계산서,SP005
A14,수수료수익,요약손익계산서,SP005
A141,수수료수익_수입수수료,요약손익계산서,SP005
A142,수수료수익_공제수수료,요약손익계산서,SP005
A143,수수료수익_기타수입수수료,요약손익계산서,SP005
A15,기타영업수익,요약손익계산서,SP005
A2,영업비용,요약손익계산서,SP005
A21,이자비용,요약손익계산서,SP005
A211,이자비용_예수부채이자,요약손익계산서,SP005
A212,이자비용_차입부채이자,요약손익계산서,SP005
A213,이자비용_기타이자비용,요약손익계산서,SP005
A22,유가증권평가 및 처분손실,요약손익계산서,SP005
A23,대출채권평가 및 처분손실,요약손익계산서,SP005
A24,수수료비용,요약손익계산서,SP005
A25,기타영업비용,요약손익계산서,SP005
A26,판매비와 관리비,요약손익계산서,SP005
A261,판매비와 관리비_인건비,요약손익계산서,SP005
A262,판매비와 관리비_기타 경비,요약손익계산서,SP005
A3,영업이익,요약손익계산서,SP005
A4,영업외수익,요약손익계산서,SP005
A5,영업외비용,요약손익계산서,SP005
A6,법인세비용차감전신용사업손익,요약손익계산서,SP005
A7,신용사업손익,요약손익계산서,SP005
A8,비신용사업손익(법인세효과차감후),요약손익계산서,SP005
A,당기순이익,요약손익계산서,SP005
A11,조달_예금,주요자금조달및운용,SP006
A12,조달_차입금,주요자금조달및운용,SP006
A13,조달_출자금,주요자금조달및운용,SP006
A14,조달_기타,주요자금조달및운용,SP006
A,조달(운용)계,주요자금조달및운용,SP006
A21,운용_대출금,주요자금조달및운용,SP006
A22,운용_중앙회예치금,주요자금조달및운용,SP006
A23,운용_유가증권,주요자금조달및운용,SP006
A24,운용_기타,주요자금조달및운용,SP006
A,총여신,여신건전성,SP007
B,고정이하분류여신,여신건전성,SP007
C,고정이하여신비율,여신건전성,SP007
A,총자산(말잔),수익성,SP008
B,자기자본(말잔),수익성,SP008
C,총자산순이익률(ROA),수익성,SP008
C1,당기순이익,수익성,SP008
D,자기자본순이익률(ROE),수익성,SP008
E,총자산경비율,수익성,SP008
E1,판매비와 일반관리비,수익성,SP008
F,수지비율,수익성,SP008
F1,수지비율_영업비용,수익성,SP008
F2,수지비율_영업수익,수익성,SP008
A,고정자산비율,유동성,SP009
A1,고정자산비율_고정자산,유동성,SP009
A2,고정자산비율_자기자본,유동성,SP009
A,조합수,총자산현황,SP010
B,총자산,총자산현황,SP010
A,여신,여수신현황,SP011
B,수신,여수신현황,SP011
C,예대율,여수신현황,SP011
A,당기순이익,당기순이익현황,SP012
A,순자본 비율,순자본 비율,SP013
A1,임 원,임직원현황,SS001
A11,임 원_상근 이사 및 감사,임직원현황,SS001
A12,임 원_비상근 이사 및 감사,임직원현황,SS001
A13,임 원_전무 및 상무,임직원현황,SS001
A2,직 원,임직원현황,SS001
A24,직 원_정규직원,임직원현황,SS001
A25,직 원_비정규직원,임직원현황,SS001
A,총임직원,임직원현황,SS001
B,조합원,임직원현황,SS001
A,산림조합,회원조합수 현황,SS002
A1,현금 및 예치금,요약재무상태표(자산),SS003
A11,현금 및 예치금_현금,요약재무상태표(자산),SS003
A12,현금 및 예치금_예치금,요약재무상태표(자산),SS003
A2,유가증권,요약재무상태표(자산),SS003
A23,유가증권_단기매매증권,요약재무상태표(자산),SS003
A24,유가증권_매도가능증권,요약재무상태표(자산),SS003
A25,유가증권_만기보유증권,요약재무상태표(자산),SS003
A3,대출채권,요약재무상태표(자산),SS003
A31,대출채권_(대손충당금),요약재무상태표(자산),SS003
A4,유형자산,요약재무상태표(자산),SS003
A41,유형자산_(감가상각누계액),요약재무상태표(자산),SS003
A5,기타자산,요약재무상태표(자산),SS003
A51,기타자산_비업무용자산,요약재무상태표(자산),SS003
A52,기타자산_보증금,요약재무상태표(자산),SS003
A53,기타자산_미수수익,요약재무상태표(자산),SS003
A54,기타자산_미수금,요약재무상태표(자산),SS003
A55,기타자산_가지급금,요약재무상태표(자산),SS003
A56,기타자산_선급비용,요약재무상태표(자산),SS003
A57,기타자산_무형자산,요약재무상태표(자산),SS003
A,자산총계,요약재무상태표(자산),SS003
A1,예수부채,요약재무상태표(부채 및 자본),SS004
A11,예수부채_요구불예금,요약재무상태표(부채 및 자본),SS004
A12,예수부채_기한부예금,요약재무상태표(부채 및 자본),SS004
A13,예수부채_기타예금,요약재무상태표(부채 및 자본),SS004
A2,차입부채,요약재무상태표(부채 및 자본),SS004
A21,차입부채_상호금융차입금,요약재무상태표(부채 및 자본),SS004
A22,차입부채_정책자금차입금,요약재무상태표(부채 및 자본),SS004
A3,기타부채,요약재무상태표(부채 및 자본),SS004
A4,부채총계,요약재무상태표(부채 및 자본),SS004
A5,출자금,요약재무상태표(부채 및 자본),SS004
A6,자본잉여금,요약재무상태표(부채 및 자본),SS004
A61,자본잉여금_재평가 적립금,요약재무상태표(부채 및 자본),SS004
A62,자본잉여금_기타자본잉여금,요약재무상태표(부채 및 자본),SS004
A7,자본조정,요약재무상태표(부채 및 자본),SS004
A8,기타포괄손익누계액,요약재무상태표(부채 및 자본),SS004
A81,기타포괄손익누계액_유가증권평가익,요약재무상태표(부채 및 자본),SS004
A82,기타포괄손익누계액_유가증권평가손,요약재무상태표(부채 및 자본),SS004
A83,기타포괄손익누계액_재평가이익,요약재무상태표(부채 및 자본),SS004
A9,이익잉여금(또는 이월결손금),요약재무상태표(부채 및 자본),SS004
A91,이익잉여금(또는 이월결손금)_법정적립금,요약재무상태표(부채 및 자본),SS004
A92,이익잉여금(또는 이월결손금)_특별적립금,요약재무상태표(부채 및 자본),SS004
A93,이익잉여금(또는 이월결손금)_기타적립금,요약재무상태표(부채 및 자본),SS004
A94,이익잉여금(또는 이월결손금)_미처분이익잉여금(미처리결손금),요약재무상태표(부채 및 자본),SS004
AA,이익잉여금(또는 이월결손금)_자본총계,요약재무상태표(부채 및 자본),SS004
A,부채 및 자본총계,요약재무상태표(부채 및 자본),SS004
A1,영업수익,요약손익계산서,SS005
A11,이자수익,요약손익계산서,SS005
A111,이자수익_예치금이자,요약손익계산서,SS005
A112,이자수익_유가증권이자,요약손익계산서,SS005
A113,이자수익_대출채권이자,요약손익계산서,SS005
A114,이자수익_기타이자수익,요약손익계산서,SS005
A12,유가증권평가 및 처분이익,요약손익계산서,SS005
A13,대출채권평가 및 처분이익,요약손익계산서,SS005
A14,수수료수익,요약손익계산서,SS005
A141,수수료수익_수입수수료,요약손익계산서,SS005
A142,수수료수익_공제수수료,요약손익계산서,SS005
A143,수수료수익_기타수입수수료,요약손익계산서,SS005
A15,기타영업수익,요약손익계산서,SS005
A2,영업비용,요약손익계산서,SS005
A21,이자비용,요약손익계산서,SS005
A211,이자비용_예수부채이자,요약손익계산서,SS005
A212,이자비용_차입부채이자,요약손익계산서,SS005
A213,이자비용_기타이자비용,요약손익계산서,SS005
A22,유가증권평가 및 처분손실,요약손익계산서,SS005
A23,대출채권평가 및 처분손실,요약손익계산서,SS005
A24,수수료비용,요약손익계산서,SS005
A25,기타영업비용,요약손익계산서,SS005
A26,판매비와 관리비,요약손익계산서,SS005
A261,판매비와 관리비_인건비,요약손익계산서,SS005
A262,판매비와 관리비_기타 경비,요약손익계산서,SS005
A3,영업이익,요약손익계산서,SS005
A4,영업외수익,요약손익계산서,SS005
A5,영업외비용,요약손익계산서,SS005
A6,법인세비용차감전신용사업손익,요약손익계산서,SS005
A7,신용사업손익,요약손익계산서,SS005
A8,비신용사업손익(법인세효과차감후),요약손익계산서,SS005
A,당기순이익,요약손익계산서,SS005
A11,조달_예금,주요자금조달및운용,SS006
A12,조달_차입금,주요자금조달및운용,SS006
A13,조달_출자금,주요자금조달및운용,SS006
A14,조달_기타,주요자금조달및운용,SS006
A,조달(운용)계,주요자금조달및운용,SS006
A21,운용_대출금,주요자금조달및운용,SS006
A22,운용_중앙회예치금,주요자금조달및운용,SS006
A23,운용_유가증권,주요자금조달및운용,SS006
A24,운용_기타,주요자금조달및운용,SS006
A,총여신,여신건전성,SS007
B,고정이하분류여신,여신건전성,SS007
C,고정이하여신비율,여신건전성,SS007
A,총자산(말잔),수익성,SS008
B,자기자본(말잔),수익성,SS008
C,총자산순이익률(ROA),수익성,SS008
C1,당기순이익,수익성,SS008
D,자기자본순이익률(ROE),수익성,SS008
E,총자산경비율,수익성,SS008
E1,판매비와 일반관리비,수익성,SS008
F,수지비율,수익성,SS008
F1,수지비율_영업비용,수익성,SS008
F2,수지비율_영업수익,수익성,SS008
A,고정자산비율,유동성,SS009
A1,고정자산비율_고정자산,유동성,SS009
A2,고정자산비율_자기자본,유동성,SS009
A,조합수,총자산현황,SS010
B,총자산,총자산현황,SS010
A,여신,여수신현황,SS011
B,수신,여수신현황,SS011
C,예대율,여수신현황,SS011
A,당기순이익,당기순이익현황,SS012
A,순자본 비율,순자본 비율,SS013
A,임원,임직원현황,SM001
A1,임원_등기,임직원현황,SM001
A2,임원_비등기,임직원현황,SM001
A3,임원_감사,임직원현황,SM001
B,직원,임직원현황,SM001
B1,직원_정규직원,임직원현황,SM001
B2,직원_비정규직원,임직원현황,SM001
D,계,임직원현황,SM001
B3,투자권유대행인,임직원현황,SM001
A,본부부서,영업점포현황,SM002
B,국내지점,영업점포현황,SM002
C,국내영업소,영업점포현황,SM002
G,국내사무소,영업점포현황,SM002
D,해외지점,영업점포현황,SM002
E,해외사무소,영업점포현황,SM002
F,해외현지법인,영업점포현황,SM002
A,발행주식총수,의결권 현황,SM003
B,의결권 없는 주식수,의결권 현황,SM003
C,기타 법률에 의하여 의결권 행사가 제한된 주식수,의결권 현황,SM003
D,의결권이 부활된 주식수,의결권 현황,SM003
E,의결권을 행사할 수 있는 주식수,의결권 현황,SM003
B,당기순이익(A),배당현황,SM004
D,현금배당금총액(B),배당현황,SM004
E,주식배당금총액,배당현황,SM004
F,현금배당성향(=B/A×100),배당현황,SM004
A,자산총계,요약재무상태표,SM005
A1,Ⅰ. 현금 및 예치금,요약재무상태표,SM005
A2,Ⅱ. 증권,요약재무상태표,SM005
A3,Ⅲ. 파생상품자산,요약재무상태표,SM005
A4,Ⅳ. 대출채권,요약재무상태표,SM005
A5,Ⅴ. 유형자산,요약재무상태표,SM005
A6,Ⅵ. CMA운용자산(종금계정),요약재무상태표,SM005
A7,Ⅶ. 리스자산(종금계정),요약재무상태표,SM005
A8,Ⅷ. 기타자산,요약재무상태표,SM005
B,부채총계,요약재무상태표,SM005
B1,Ⅰ. 예수부채,요약재무상태표,SM005
B2,Ⅱ. 차입부채,요약재무상태표,SM005
B3,Ⅲ. 기타부채,요약재무상태표,SM005
C,자본총계,요약재무상태표,SM005
C1,Ⅰ. 자본금,요약재무상태표,SM005
C2,Ⅱ. 자본잉여금,요약재무상태표,SM005
C3,Ⅲ. 자본조정,요약재무상태표,SM005
C4,Ⅳ. 기타포괄손익누계액,요약재무상태표,SM005
C5,Ⅴ. 이익잉여금,요약재무상태표,SM005
